7187.75,0.99,0.5,7,"[5964.69, 7680.13, 7918.43]"
7624.16333333,1.0,0.5,7,"[6929.5, 7875.74, 8067.25]"
8017.90333333,0.1,1.0,7,"[6873.85, 8295.63, 8884.23]"
8091.84333333,0.25,1.0,7,"[6983.9, 8609.23, 8682.4]"
7636.27,0.5,1.0,7,"[5895.23, 8542.87, 8470.71]"
8120.37,0.75,1.0,7,"[7209.51, 8344.18, 8807.42]"
7897.48333333,0.9,1.0,7,"[6469.32, 8402.13, 8821.0]"
7648.08,0.95,1.0,7,"[6609.83, 8074.65, 8259.76]"
7780.27666667,0.99,1.0,7,"[6136.54, 8757.36, 8446.93]"
7798.45,1.0,1.0,7,"[6776.13, 8374.25, 8244.97]"
8083.42,0.1,1.5,7,"[6995.76, 8449.33, 8805.17]"
8538.19666667,0.25,1.5,7,"[7513.36, 8935.43, 9165.8]"
7688.07333333,0.5,1.5,7,"[6336.23, 7644.38, 9083.61]"
8100.65666667,0.75,1.5,7,"[6505.18, 8461.83, 9334.96]"
7965.01333333,0.9,1.5,7,"[6984.28, 8562.36, 8348.4]"
7878.75,0.95,1.5,7,"[6654.73, 7994.38, 8987.14]"
8158.65,0.99,1.5,7,"[7358.77, 8346.54, 8770.64]"
8191.33,1.0,1.5,7,"[7002.41, 8611.45, 8960.13]"
7990.49666667,0.1,0.5,8,"[6402.97, 8925.75, 8642.77]"
7531.51666667,0.25,0.5,8,"[6740.51, 7622.43, 8231.61]"
7659.74,0.5,0.5,8,"[6452.55, 8235.95, 8290.72]"
7291.04,0.75,0.5,8,"[6203.05, 8194.78, 7475.29]"
7372.87333333,0.9,0.5,8,"[7063.09, 7993.31, 7062.22]"
7529.88666667,0.95,0.5,8,"[6018.74, 8925.86, 7645.06]"
6777.57666667,0.99,0.5,8,"[5210.03, 7971.42, 7151.28]"
7460.79666667,1.0,0.5,8,"[5858.44, 8484.56, 8039.39]"
8030.93,0.1,1.0,8,"[6816.0, 8421.81, 8854.98]"
7498.9,0.25,1.0,8,"[5279.95, 8661.63, 8555.12]"
7725.04333333,0.5,1.0,8,"[5949.21, 8893.98, 8331.94]"
7942.20333333,0.75,1.0,8,"[6624.93, 8420.87, 8780.81]"
7947.56666667,0.9,1.0,8,"[6780.61, 8405.32, 8656.77]"
7802.59666667,0.95,1.0,8,"[6573.82, 7765.1, 9068.87]"
8320.41333333,0.99,1.0,8,"[7330.3, 8866.36, 8764.58]"
7419.78666667,1.0,1.0,8,"[6138.61, 8625.36, 7495.39]"
