6749.06,0.1,0.5,4,[6749.06]
7588.47333333,0.1,0.5,4,"[6503.45, 7591.61, 8670.36]"
7775.70666667,0.25,0.5,4,"[6704.1, 8237.64, 8385.38]"
7362.82333333,0.5,0.5,4,"[5691.18, 8232.06, 8165.23]"
7434.55666667,0.75,0.5,4,"[5851.05, 8156.77, 8295.85]"
7631.24,0.9,0.5,4,"[6233.44, 8342.41, 8317.87]"
7581.26,0.95,0.5,4,"[6761.15, 7794.08, 8188.55]"
7267.87666667,0.99,0.5,4,"[5664.07, 8156.24, 7983.32]"
8018.54666667,1.0,0.5,4,"[6175.49, 8938.1, 8942.05]"
7892.22666667,0.1,1.0,4,"[6350.9, 8505.96, 8819.82]"
7779.56,0.25,1.0,4,"[5901.99, 8273.68, 9163.01]"
7571.41666667,0.5,1.0,4,"[5913.38, 8223.35, 8577.52]"
8297.33333333,0.75,1.0,4,"[7498.53, 8285.22, 9108.25]"
7651.07,0.9,1.0,4,"[6444.69, 8222.61, 8285.91]"
7630.58333333,0.95,1.0,4,"[6047.4, 7902.71, 8941.64]"
7883.75666667,0.99,1.0,4,"[6145.12, 8417.87, 9088.28]"
7898.9,1.0,1.0,4,"[6768.08, 8582.84, 8345.78]"
8411.58333333,0.1,1.5,4,"[7359.79, 8509.25, 9365.71]"
8045.46333333,0.25,1.5,4,"[7643.4, 8215.57, 8277.42]"
7759.33666667,0.5,1.5,4,"[6674.24, 8032.39, 8571.38]"
8118.03333333,0.75,1.5,4,"[7449.3, 7693.15, 9211.65]"
8123.62666667,0.9,1.5,4,"[7699.88, 8052.38, 8618.62]"
8010.81333333,0.95,1.5,4,"[6449.77, 8819.53, 8763.14]"
7728.50666667,0.99,1.5,4,"[6937.27, 7927.0, 8321.25]"
8026.47666667,1.0,1.5,4,"[6483.15, 8603.22, 8993.06]"
7859.38666667,0.1,0.5,5,"[6874.24, 7934.03, 8769.89]"
7685.33666667,0.25,0.5,5,"[6893.37, 8534.61, 7628.03]"
8096.62,0.5,0.5,5,"[6983.53, 8627.03, 8679.3]"
7143.08333333,0.75,0.5,5,"[5778.96, 7433.82, 8216.47]"
7359.98333333,0.9,0.5,5,"[5877.37, 7736.33, 8466.25]"
7710.75,0.95,0.5,5,"[6778.16, 8563.0, 7791.09]"
7793.75,0.99,0.5,5,"[6100.95, 8404.17, 8876.13]"
7346.85666667,1.0,0.5,5,"[6441.12, 6876.02, 8723.43]"
7387.65666667,0.1,1.0,5,"[5029.01, 8298.09, 8835.87]"
7844.19333333,0.25,1.0,5,"[6169.87, 8371.4, 8991.31]"
7806.44,0.5,1.0,5,"[6685.82, 8364.89, 8368.61]"
7933.39,0.75,1.0,5,"[6598.81, 8338.69, 8862.67]"
7986.37333333,0.9,1.0,5,"[7084.19, 7830.7, 9044.23]"
7904.85333333,0.95,1.0,5,"[6460.33, 8097.3, 9156.93]"
7974.13,0.99,1.0,5,"[6850.35, 8032.84, 9039.2]"
7388.4,1.0,1.0,5,"[6889.35, 7592.55, 7683.3]"
8087.43,0.1,1.5,5,"[7147.72, 8573.03, 8541.54]"
7961.43,0.25,1.5,5,"[7256.39, 7419.54, 9208.36]"
7871.92333333,0.5,1.5,5,"[5325.72, 9043.02, 9247.03]"
8225.60666667,0.75,1.5,5,"[7108.79, 8668.88, 8899.15]"
7517.89333333,0.9,1.5,5,"[6496.77, 7309.47, 8747.44]"
7831.74666667,0.95,1.5,5,"[6053.65, 8663.35, 8778.24]"
8188.80333333,0.99,1.5,5,"[6818.72, 8784.69, 8963.0]"
8275.80666667,1.0,1.5,5,"[7193.58, 8177.38, 9456.46]"
7295.64,0.1,0.5,6,"[6144.67, 7660.77, 8081.48]"
7495.69,0.25,0.5,6,"[6124.44, 8230.6, 8132.03]"
7973.0,0.5,0.5,6,"[6383.93, 8369.56, 9165.51]"
7676.62,0.75,0.5,6,"[6122.48, 8592.83, 8314.55]"
7317.41333333,0.9,0.5,6,"[6488.42, 7622.42, 7841.4]"
7799.91666667,0.95,0.5,6,"[5846.79, 8634.95, 8918.01]"
7223.96,0.99,0.5,6,"[6201.06, 7673.74, 7797.08]"
7835.98,1.0,0.5,6,"[6398.68, 8620.06, 8489.2]"
7868.86666667,0.1,1.0,6,"[6171.47, 8045.43, 9389.7]"
7723.43,0.25,1.0,6,"[5916.63, 8565.59, 8688.07]"
7964.74,0.5,1.0,6,"[6304.72, 8366.06, 9223.44]"
7902.73,0.75,1.0,6,"[6106.85, 8474.55, 9126.79]"
8028.50333333,0.9,1.0,6,"[6868.59, 7986.54, 9230.38]"
7933.19,0.95,1.0,6,"[6900.92, 7522.67, 9375.98]"
7848.39333333,0.99,1.0,6,"[5996.77, 8540.85, 9007.56]"
7630.4,1.0,1.0,6,"[6378.01, 8234.57, 8278.62]"
8124.13333333,0.1,1.5,6,"[6828.78, 8130.87, 9412.75]"
8131.67,0.25,1.5,6,"[6818.02, 8085.43, 9491.56]"
7630.46,0.5,1.5,6,"[6481.94, 7288.66, 9120.78]"
8606.48,0.75,1.5,6,"[8038.31, 8764.18, 9016.95]"
7677.77333333,0.9,1.5,6,"[6749.02, 7536.59, 8747.71]"
8326.29333333,0.95,1.5,6,"[6649.43, 8689.99, 9639.46]"
8298.0,0.99,1.5,6,"[7684.59, 8067.6, 9141.81]"
7665.31666667,1.0,1.5,6,"[6503.74, 7814.08, 8678.13]"
7354.39,0.1,0.5,7,"[5450.67, 7679.66, 8932.84]"
7726.42666667,0.25,0.5,7,"[6097.38, 8317.89, 8764.01]"
7354.75333333,0.5,0.5,7,"[5296.88, 8494.66, 8272.72]"
7297.22666667,0.75,0.5,7,"[6229.8, 7364.84, 8297.04]"
7239.44666667,0.9,0.5,7,"[6117.73, 7815.31, 7785.3]"
7657.19,0.95,0.5,7,"[7106.72, 7634.37, 8230.48]"
